Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
09 February 2018, 1.2273, 133.59, 1.9558, 25.335, 7.4437, 0.88740, 312.08, 4.1903, 4.6563, 9.9448, 1.1500, 125.20, 9.7983, 7.4435, 71.5055, 4.6970, 1.5721, 4.0244, 1.5475, 7.7362, 9.5985, 16763.69, 4.3273, 79.0045, 1336.19, 23.0932, 4.8600, 1.6952, 63.324, 1.6321, 39.028, 14.8761, 
